Temps;EA4;Temps;theta;Temps;thetadeg
4587;-0.0741065493784845;4587;0.0516885214943139;4587;2.96153413089543
4.59;-0.0660350392572582;4.59;0.0495718773457146;4.59;2.84025935444962
4593;-0.117490916280076;4593;0.0630654837930354;4593;3.61338605429162
4596;-0.0937808552989736;4596;0.0568478416065248;4596;3.25714139848207
4599;-0.140192038496025;4599;0.0690185454609711;4599;3.95447136304545
4602;-0.0983210797421634;4602;0.058038453940112;4602;3.32535846023284
4605;-0.117995385662653;4605;0.0631977740523229;4605;3.62096572781949
4608;-0.133633936522529;4608;0.0672987720902341;4608;3.85593560718323
4611;-0.161379752564244;4611;0.0745747363510444;4611;4.27281765121569
4614;-0.131111589609645;4614;0.0666373207937968;4614;3.81803723954392
4617;-0.145741201704368;4617;0.0704737383131332;4617;4.03784777185194
4.62;-0.174495956511237;4.62;0.0780142830925184;4.62;4.46988916294012
4623;-0.181054058484733;4623;0.0797340564632553;4623;4.56842491880233
4626;-0.157848466886207;4626;0.0736487045360322;4626;4.21975993652065
4629;-0.146245671086945;4629;0.0706060285724206;4629;4.0454274453798
4632;-0.199214956257492;4632;0.0844965057976039;4632;4.84129316580539
4635;-0.208799874526449;4635;0.0870100207240656;4635;4.98530696283479
4638;-0.192656854283996;4638;0.0827767324268669;4638;4.74275740994318
4641;-0.18155852786731;4641;0.0798663467225428;4641;4.5760045923302
4644;-0.194674731814302;4644;0.0833058934640167;4644;4.77307610405463
4647;-0.214853507117368;4647;0.0885975038355151;4647;5.07626304516914
4.65;-0.227969711064361;4.65;0.0920370505769891;4.65;5.27333455689357
4653;-0.247139547602274;4653;0.0970640804299125;4653;5.56136215095236
4656;-0.219393731560558;4656;0.0897881161691022;4656;5.1444801069199
4659;-0.241085915011354;4659;0.095476597318463;4659;5.470406068618
4662;-0.259246812784113;4662;0.100239046652812;4662;5.74327431562106
4665;-0.238563568098471;4665;0.0948151460220257;4665;5.43250770097869
4668;-0.245626139454544;4668;0.0966672096520501;4668;5.53862313036877
4671;-0.242094853776507;4671;0.0957411778370379;4671;5.48556541567373
4674;-0.257733404636383;4674;0.0998421758749492;4674;5.72053529503748
4677;-0.267822792287916;4677;0.102487981060698;4677;5.87212876559473
4.68;-0.245626139454544;4.68;0.0966672096520501;4.68;5.53862313036877
4683;-0.25672446587123;4683;0.0995775953563742;4683;5.70537594798175
4686;-0.278921118704602;4686;0.105398366765022;4686;6.03888158320771
4689;-0.25672446587123;4689;0.0995775953563742;4689;5.70537594798175
4692;-0.268831731053069;4692;0.102752561579273;4692;5.88728811265046
4695;-0.282956873765215;4695;0.106456688839322;4695;6.09951897143061
4698;-0.283461343147792;4698;0.10658897909861;4698;6.10709864495848
4701;-0.330881465109996;4701;0.119024263471631;4701;6.81958795657758
4704;-0.292541792034172;4704;0.108970203765784;4704;6.24353276846001
4707;-0.306666934746318;4707;0.112674331025833;4707;6.45576362724016
4.71;-0.324827832519077;4.71;0.117436780360181;4.71;6.72863187424322
4713;-0.320287608075887;4713;0.116246168026594;4713;6.66041481249246
4716;-0.31978313869331;4716;0.116113877767307;4716;6.6528351389646
4719;-0.350555771030486;4719;0.124183583583842;4719;7.11519522416423
4722;-0.310702689806931;4722;0.113732653100132;4722;6.51640101546307
4725;-0.32583677128423;4725;0.117701360878756;4725;6.74379122129895
4728;-0.305153526598588;4728;0.11227746024797;4728;6.43302460665657
4731;-0.370230076950975;4731;0.129342903696053;4731;7.41080249175087
4734;-0.336935097700916;4734;0.12061174658308;4734;6.91054403891193
4737;-0.352069179178216;4737;0.124580454361704;4737;7.13793424474781
4.74;-0.386877566576004;4.74;0.133708482252539;4.74;7.66093171817034
4743;-0.337439567083493;4743;0.120744036842368;4743;6.91812371243979
4746;-0.357113873003982;4746;0.125903356954579;4746;7.21373098002644
4749;-0.371239015716128;4749;0.129607484214628;4749;7.4259618388066
4752;-0.389399913488887;4752;0.134369933548976;4752;7.69883008580966
4755;-0.369221138185822;4755;0.129078323177478;4755;7.39564314469515
4758;-0.358627281151712;4758;0.126300227732441;4758;7.23647000061003
4761;-0.355095995473675;4761;0.125374195917429;4761;7.18341228591499
4764;-0.366194321890362;4764;0.128284581621753;4764;7.35016510352797
4767;-0.389399913488887;4767;0.134369933548976;4767;7.69883008580966
4.77;-0.375779240159318;4.77;0.130798096548215;4.77;7.49417890055736
4773;-0.369221138185822;4773;0.129078323177478;4773;7.39564314469515
4776;-0.379814995219931;4776;0.131856418622514;4776;7.55481628878026
4779;-0.364176444360055;4779;0.127755420584603;4779;7.31984640941652
4782;-0.346520015969872;4782;0.123125261509542;4782;7.05455783594132
4785;-0.386877566576004;4785;0.133708482252539;4785;7.66093171817034
4788;-0.377797117689624;4788;0.131327257585365;4788;7.52449759466882
4791;-0.376283709541894;4791;0.130930386807502;4791;7.50175857408522
4794;-0.392931199166924;4794;0.135295965363988;4794;7.7518878005047
4797;-0.388895444106311;4797;0.134237643289689;4797;7.69125041228179
4.8;-0.41159656632226;4.8;0.140190704957624;4.8;8.03233572103562
4803;-0.423199362121522;4803;0.143233380921236;4803;8.20666821217646
4806;-0.391417791019194;4806;0.134899094586126;4806;7.72914877992111
4809;-0.3934356685495;4809;0.135428255623276;4809;7.75946747403256
4812;-0.431270872242749;4812;0.145350025069835;4812;8.32794298862227
4815;-0.393940137932077;4815;0.135560545882563;4815;7.76704714756042
4818;-0.425217239651829;4818;0.143762541958386;4818;8.23698690628791
4821;-0.395453546079807;4821;0.135957416660426;4821;7.78978616814401
4824;-0.40251611743588;4824;0.13780948029045;4824;7.89590159753409
4827;-0.390408852254041;4827;0.134634514067551;4827;7.71398943286538
4.83;-0.399993770522997;4.83;0.137148028994013;4.83;7.85800322989478
4833;-0.414118913235143;4833;0.140852156254062;4833;8.07023408867493
4836;-0.39494907669723;4836;0.135825126401138;4836;7.78220649461615
4839;-0.364680913742632;4839;0.127887710843891;4839;7.32742608294438
4842;-0.380823933985084;4842;0.132120999141089;4842;7.56997563583599
4845;-0.398984831757844;4845;0.136883448475438;4845;7.84284388283905
4848;-0.394444607314654;4848;0.135692836141851;4848;7.77462682108829
4851;-0.381328403367661;4851;0.132253289400377;4851;7.57755530936385
4854;-0.39192226040177;4854;0.135031384845413;4854;7.73672845344897
4857;-0.3934356685495;4857;0.135428255623276;4857;7.75946747403256
4.86;-0.387382035958581;4.86;0.133840772511826;4.86;7.66851139169821
4863;-0.420172545826063;4863;0.142439639365511;4863;8.16119017100929
4866;-0.387886505341157;4866;0.133973062771114;4866;7.67609106522607
4869;-0.376788178924471;4869;0.13106267706679;4869;7.50933824761309
4872;-0.369221138185822;4872;0.129078323177478;4872;7.39564314469515
4875;-0.390408852254041;4875;0.134634514067551;4875;7.71398943286538
4878;-0.392426729784347;4878;0.135163675104701;4878;7.74430812697683
4881;-0.419163607060909;4881;0.142175058846936;4881;8.14603082395356
4884;-0.386877566576004;4884;0.133708482252539;4884;7.66093171817034
4887;-0.380823933985084;4887;0.132120999141089;4887;7.56997563583599
4.89;-0.369221138185822;4.89;0.129078323177478;4.89;7.39564314469515
4893;-0.389399913488887;4893;0.134369933548976;4893;7.69883008580966
4896;-0.371743485098705;4896;0.129739774473915;4896;7.43354151233446
4899;-0.341475322144106;4899;0.121802358916667;4899;6.97876110066269
4902;-0.39494907669723;4902;0.135825126401138;4902;7.78220649461615
4905;-0.358627281151712;4905;0.126300227732441;4905;7.23647000061003
4908;-0.352069179178216;4908;0.124580454361704;4908;7.13793424474781
4911;-0.359131750534289;4911;0.126432517991729;4911;7.24404967413789
4914;-0.357618342386559;4914;0.126035647213866;4914;7.2213106535543
4917;-0.349546832265332;4917;0.123919003065267;4917;7.1000358771085
4.92;-0.329368056962267;4.92;0.118627392693768;4.92;6.79684893599399
4923;-0.380823933985084;4923;0.132120999141089;4923;7.56997563583599
4926;-0.338448505848646;4926;0.121008617360943;4926;6.93328305949552
4929;-0.352069179178216;4929;0.124580454361704;4929;7.13793424474781
4932;-0.347024485352449;4932;0.12325755176883;4932;7.06213750946919
4935;-0.329368056962267;4935;0.118627392693768;4935;6.79684893599399
4938;-0.343493199674413;4938;0.122331519953817;4938;7.00907979477415
4941;-0.33643062831834;4941;0.120479456323793;4941;6.90296436538407
4944;-0.3243233631365;4944;0.117304490100894;4944;6.72105220071536
4947;-0.288001567590982;4947;0.107779591432197;4947;6.17531570670924
4.95;-0.291532853269018;4.95;0.108705623247209;4.95;6.22837342140428
4953;-0.345006607822143;4953;0.12272839073168;4953;7.03181881535773
4956;-0.305657995981164;4956;0.112409750507258;4956;6.44060428018444
4959;-0.318774199928157;4959;0.115849297248732;4959;6.63767579190887
4962;-0.31675632239785;4962;0.115320136211582;4962;6.60735709779742
4965;-0.293550730799325;4965;0.109234784284359;4965;6.25869211551573
4968;-0.284470281912945;4968;0.106853559617185;4968;6.1222579920142
4971;-0.281947935000062;4971;0.106192108320747;4971;6.08435962437489
4974;-0.281947935000062;4974;0.106192108320747;4974;6.08435962437489
4977;-0.277407710556872;4977;0.10500149598716;4977;6.01614256262412
4.98;-0.285479220678098;4.98;0.107118140135759;4.98;6.13741733906993
4983;-0.254706588340923;4983;0.0990484343192244;4983;5.6750572538703
4986;-0.257228935253806;4986;0.0997098856156617;4986;5.71295562150961
4989;-0.276903241174296;4989;0.104869205727873;4989;6.00856288909626
4992;-0.280938996234909;4992;0.105927527802172;4992;6.06920027731916
4995;-0.245626139454544;4995;0.0966672096520501;4995;5.53862313036877
4998;-0.232509935507551;4998;0.0932276629105762;4998;5.34155161864434
5001;-0.215357976499945;5001;0.0887297940948026;5001;5.083842718697
5004;-0.224942894768901;5004;0.0912433090212643;5004;5.22785651572639
5007;-0.214853507117368;5007;0.0885975038355151;5007;5.07626304516914
5.01;-0.160875283181667;5.01;0.0744424460917569;5.01;4.26523797768782
5013;-0.199719425640069;5013;0.0846287960568913;5013;4.84887283933326
5016;-0.208799874526449;5016;0.0870100207240656;5016;4.98530696283479
5019;-0.207790935761295;5019;0.0867454402054907;5019;4.97014761577906
5022;-0.192152384901419;5022;0.0826444421675794;5022;4.73517773641531
5025;-0.187612160458229;5025;0.0814538298339923;5025;4.66696067466455
5028;-0.16491103824228;5028;0.0755007681660566;5028;4.32587536591072
5031;-0.141705446643755;5031;0.0694154162388335;5031;3.97721038362904
5034;-0.165415507624857;5034;0.0756330584253441;5034;4.33345503943859
5037;-0.157848466886207;5037;0.0736487045360322;5037;4.21975993652065
5.04;-0.165919977007434;5.04;0.0757653486846315;5.04;4.34103471296645
5043;-0.1709646708332;5043;0.0770882512775061;5043;4.41683144824508
5046;-0.145741201704368;5046;0.0704737383131332;5046;4.03784777185194
5049;-0.0771333656739444;5049;0.0524822630500387;5049;3.0070121720626
5052;-0.16793785453774;5052;0.0762945097217814;5052;4.3713534070779
5055;-0.118499855045229;5055;0.0633300643116103;5055;3.62854540134735
5058;-0.131616058992222;5058;0.0667696110530843;5058;3.82561691307178
5061;-0.124049018253572;5061;0.0647852571637724;5061;3.71192181015384
5064;-0.104374712333083;5064;0.0596259370515615;5064;3.41631454256719
5067;-0.0988255491247401;5067;0.0581707441993994;5067;3.3329381337607
5.07;-0.086213814560324;5.07;0.0548634877172129;5.07;3.14344629556413
5073;-0.0650261004921049;5073;0.0493072968271396;5073;2.8251000073939
5076;-0.0786467738216743;5076;0.052879133827901;5076;3.02975119264619
5079;-0.086213814560324;5079;0.0548634877172129;5079;3.14344629556413
5082;-0.0741065493784845;5082;0.0516885214943139;5082;2.96153413089543
5085;-0.0604858760489151;5085;0.0481166844935525;5085;2.75688294564313
5088;-0.0433339170413092;5088;0.0436188156777789;5088;2.4991740456958
5091;-0.0498920190148056;5091;0.0453385890485159;5091;2.59770980155801
5094;-0.0382892232155427;5094;0.0422959130849043;5094;2.42337731041717
5097;-0.0317311212420464;5097;0.0405761397141673;5097;2.32484155455495
5.1;-0.0493875496322289;5.1;0.0452062987892284;5.1;2.59013012803015
5103;0.0298141434323043;5103;0.0244367280810973;5103;1.4001213841557
5106;-0.00398530520033091;5106;0.033300175453357;5106;1.9079595105225
5109;0.0136711231898516;5109;0.028670016378296;5109;1.6426709370473
5112;-0.009534468408674;5112;0.0347553683055191;5112;1.99133591932899
5115;0.020229225163348;5115;0.026950243007559;5115;1.54413518118509
5118;0.0298141434323043;5118;0.0244367280810973;5118;1.4001213841557
5121;0.0237605108413845;5121;0.0260242111925468;5121;1.49107746649005
5124;0.0363722454058006;5124;0.0227169547103603;5124;1.30158562829348
5127;0.042930347379297;5127;0.0209971813396233;5127;1.20304987243126
5.13;0.0540286737959832;5.13;0.0180867956352992;5.13;1.03629705481828
5133;0.0666404083603993;5133;0.0147795391531127;5133;0.846805216621713
5136;0.0721895715687424;5136;0.0133243463009507;5136;0.763428807815223
5139;0.0842968367505819;5139;0.0101493800780516;5139;0.581516643146516
5142;0.0464616330573335;5142;0.0200711495246111;5142;1.14999215773622
5145;0.0943862244021148;5145;0.00750357489230244;5145;0.429923172589261
5148;0.0994309182278812;5148;0.00618067229942784;5148;0.354126437310633
5151;0.148868917720392;5151;-0.00678377311074319;5151;-0.388681568419918
5154;0.113556060940027;5154;0.00247654503937898;5154;0.141895578530476
5157;0.121123101678677;5157;0.000492191150067083;5157;0.028200475612534
5.16;0.110529244644567;5.16;0.00327028659510373;5.16;0.187373619697652
5163;0.149373387102969;5163;-0.00691606337003065;5163;-0.396261241947781
5166;0.141806346364319;5166;-0.00493170948071876;5166;-0.28256613902984
5169;0.174092386849225;5169;-0.0133982860751162;5169;-0.767665244813057
5172;0.134743775008246;5172;-0.00307964585069432;5172;-0.176450709639761
5175;0.163498529815115;5175;-0.0106201906300795;5175;-0.608492100727939
5178;0.154922550311312;5178;-0.0083712562221927;5178;-0.479637650754272
5181;0.154418080928735;5181;-0.00823896596290524;5181;-0.472057977226409
5184;0.192253284621984;5184;-0.0181607354094647;5184;-1.04053349181612
5187;0.198306917212903;5187;-0.0197482185209142;5187;-1.13148957415047
5.19;0.168543223640881;5.19;-0.0119430932229541;5.19;-0.684288836006566
5193;0.184181774500757;5193;-0.0160440912608654;5193;-0.919258715370312
5196;0.213945468072779;5196;-0.0238492165588255;5196;-1.36645945351422
5199;0.231601896462962;5199;-0.0284793756338866;5199;-1.63174802698941
5202;0.223530386341736;5202;-0.0263627314852872;5202;-1.51047325054361
5205;0.229079549550079;5205;-0.0278179243374493;5205;-1.5938496593501
5208;0.227566141402349;5208;-0.0274210535595869;5208;-1.57111063876651
5211;0.27549073274713;5211;-0.0399886281918955;5211;-2.29117962391347
5214;0.255816426826641;5214;-0.0348293080796846;5214;-1.99557235632683
5217;0.266914753243327;5217;-0.0377396937840087;5217;-2.16232517393981
5.22;0.255311957444064;5.22;-0.0346970178203971;5.22;-1.98799268279896
5223;0.296678446815349;5223;-0.0455448190819688;5223;-2.60952591208371
5226;0.282553304103203;5226;-0.04184069182192;5226;-2.39729505330355
5229;0.260356651269831;5229;-0.0360199204132717;5229;-2.06378941807759
5232;0.267419222625904;5232;-0.0378719840432962;5232;-2.16990484746767
5235;0.300209732493386;5235;-0.046470850896981;5235;-2.66258362677875
5238;0.309794650762342;5238;-0.0489843658234428;5238;-2.80659742380814
5241;0.336027058656327;5241;-0.0558634593063907;5241;-3.20074044725701
5244;0.330477895447984;5244;-0.0544082664542286;5244;-3.11736403845052
5247;0.331486834213138;5247;-0.0546728469728035;5247;-3.13252338550624
5.25;0.386978466296569;5.25;-0.0692247754944241;5.25;-3.96628747357115
5253;0.365790752228349;5253;-0.0636685846043508;5253;-3.64794118540091
5256;0.34611644630786;5256;-0.0585092644921399;5256;-3.35233391781426
5259;0.398581262095831;5259;-0.0722674514580356;5259;-4.14061996471199
5262;0.385969527531415;5262;-0.0689601949758492;5262;-3.95112812651542
5265;0.394041037652642;5265;-0.0710768391244485;5265;-4.07240290296122
5268;0.399590200860985;5268;-0.0725320319766106;5268;-4.15577931176772
5271;0.400094670243561;5271;-0.072664322235898;5271;-4.16335898529558
5274;0.382942711235955;5274;-0.0681664534201244;5274;-3.90565008534824
5277;0.390509751974605;5277;-0.0701508073094363;5277;-4.01934518826618
5.28;0.398581262095831;5.28;-0.0722674514580356;5.28;-4.14061996471199
5283;0.442974567762576;5283;-0.0839089942753321;5283;-4.80763123516391
5286;0.406652772217058;5286;-0.074384095606635;5286;-4.26189474115779
5289;0.429353894433007;5289;-0.0803371572745707;5289;-4.60298004991162
5292;0.451550547266379;5292;-0.0861579286832189;5292;-4.93648568513758
5295;0.430867302580737;5295;-0.0807340280524331;5295;-4.62571907049521
5298;0.438434343319386;5298;-0.0827183819417449;5298;-4.73941417341315
5301;0.464666751213372;5301;-0.0895974754246929;5301;-5.13355719686201
5304;0.442470098379999;5304;-0.0837767040160446;5304;-4.80005156163605
5307;0.455081832944415;5307;-0.0870839604982311;5307;-4.98954339983262
5.31;0.489890220342204;5.31;-0.0962119883890658;5.31;-5.51254087325515
5313;0.455081832944415;5313;-0.0870839604982311;5313;-4.98954339983262
5316;0.462648873683065;5316;-0.089068314387543;5316;-5.10323850275056
5319;0.464666751213372;5319;-0.0895974754246929;5319;-5.13355719686201
5322;0.496952791698277;5322;-0.0980640520190903;5322;-5.61865630264523
5325;0.478791893925518;5325;-0.0933016026847417;5325;-5.34578805564217
5328;0.485349995899014;5328;-0.0950213760554787;5328;-5.44432381150439
5331;0.486358934664167;5331;-0.0952859565740536;5331;-5.45948315856011
5334;0.490899159107357;5334;-0.0964765689076407;5334;-5.52770022031088
5337;0.503006424289197;5337;-0.0996515351305398;5337;-5.70961238497958
5.34;0.540337158599868;5.34;-0.109441014317812;5.34;-6.27050822604143
5343;0.554966770694591;5343;-0.113277431837148;5343;-6.49031875834945
5346;0.516627097618766;5346;-0.103223372131301;5346;-5.91426357023188
5349;0.536805872921832;5349;-0.1085149825028;5349;-6.21745051134639
5352;0.555471240077168;5352;-0.113409722096436;5352;-6.49789843187731
5355;0.523185199592263;5355;-0.104943145502038;5355;-6.01279932609409
5358;0.538319281069562;5358;-0.108911853280662;5358;-6.24018953192998
5361;0.577163423527964;5361;-0.119098203245796;5361;-6.82382439357541
5364;0.544877383043058;5364;-0.110631626651399;5364;-6.33872528779219
5367;0.547904199338518;5367;-0.111425368207124;5367;-6.38420332895937
5.37;0.557993586990051;5.37;-0.114071173392873;5.37;-6.53579679951663
5373;0.567578505259007;5373;-0.116584688319335;5373;-6.67981059654602
5376;0.555975709459744;5376;-0.113542012355723;5376;-6.50547810540518
5379;0.549417607486248;5379;-0.111822238984986;5379;-6.40694234954296
5382;0.564551688963547;5382;-0.11579094676361;5382;-6.63433255537884
5385;0.563542750198394;5385;-0.115526366245035;5385;-6.61917320832312
5388;0.564551688963547;5388;-0.11579094676361;5388;-6.63433255537884
5391;0.603395831421949;5391;-0.125977296728744;5391;-7.21796741702427
5394;0.578172362293117;5394;-0.119362783764371;5394;-6.83898374063114
5397;0.58826174994465;5397;-0.12200858895012;5397;-6.99057721118839
5.4;0.584730464266613;5.4;-0.121082557135108;5.4;-6.93751949649335
5403;0.567578505259007;5403;-0.116584688319335;5403;-6.67981059654602
5406;0.580190239823423;5406;-0.119891944801521;5406;-6.86930243474259
5409;0.597342198831029;5409;-0.124389813617295;5409;-7.12701133468992
5412;0.589270688709803;5412;-0.122273169468695;5412;-7.00573655824412
5415;0.58826174994465;5415;-0.12200858895012;5415;-6.99057721118839
5418;0.58674834179692;5418;-0.121611718172258;5418;-6.9678381906048
5421;0.564047219580971;5421;-0.115658656504322;5421;-6.62675288185098
5424;0.600369015126489;5424;-0.125183555173019;5424;-7.1724893758571
5427;0.600369015126489;5427;-0.125183555173019;5427;-7.1724893758571
5.43;0.622565667959862;5.43;-0.131004326581668;5.43;-7.50599501108306
5433;0.602386892656796;5433;-0.125712716210169;5433;-7.20280806996855
5436;0.607431586482562;5436;-0.127035618803044;5436;-7.27860480524718
5439;0.580694709206;5439;-0.120024235060809;5439;-6.87688210827045
5442;0.623070137342438;5442;-0.131136616840955;5442;-7.51357468461092
5445;0.610458402778022;5445;-0.127829360358769;5445;-7.32408284641435
5448;0.614494157838635;5448;-0.128887682433068;5448;-7.38472023463726
5451;0.588766219327226;5451;-0.122140879209408;5451;-6.99815688471625
5454;0.609449464012869;5454;-0.127564779840194;5454;-7.30892349935863
5457;0.602891362039372;5457;-0.125845006469457;5457;-7.21038774349641
5.46;0.57766789291054;5.46;-0.119230493505084;5.46;-6.83140406710327
5463;0.577163423527964;5463;-0.119098203245796;5463;-6.82382439357541
5466;0.608440525247715;5466;-0.127300199321619;5466;-7.2937641523029
5469;0.622565667959862;5469;-0.131004326581668;5469;-7.50599501108306
5472;0.630637178081088;5472;-0.133120970730267;5472;-7.62726978752886
5475;0.611467341543175;5475;-0.128093940877344;5475;-7.33924219347008
5478;0.612980749690905;5478;-0.128490811655206;5478;-7.36198121405367
5481;0.606927117099986;5481;-0.126903328543756;5481;-7.27102513171931
5484;0.620547790429555;5484;-0.130475165544518;5484;-7.47567631697161
5487;0.617016504751518;5487;-0.129549133729506;5487;-7.42261860227657
5.49;0.630132708698511;5.49;-0.13298868047098;5.49;-7.619690114001
5493;0.57615448476281;5493;-0.118833622727221;5493;-6.80866504651969
5496;0.613485219073482;5496;-0.128623101914493;5496;-7.36956088758153
5499;0.578172362293117;5499;-0.119362783764371;5499;-6.83898374063114
5502;0.599360076361336;5502;-0.124918974654445;5502;-7.15733002880137
5505;0.608944994630292;5505;-0.127432489580906;5505;-7.30134382583076
5508;0.609449464012869;5508;-0.127564779840194;5508;-7.30892349935863
5511;0.580190239823423;5511;-0.119891944801521;5511;-6.86930243474259
5514;0.604909239569679;5514;-0.126374167506607;5514;-7.24070643760786
5517;0.601377953891642;5517;-0.125448135691594;5517;-7.18764872291282
5.52;0.57312766846735;5.52;-0.118039881171497;5.52;-6.76318700535251
5523;0.589270688709803;5523;-0.122273169468695;5523;-7.00573655824412
5526;0.629628239315934;5526;-0.132856390211692;5526;-7.61211044047314
5529;0.598351137596183;5529;-0.12465439413587;5529;-7.14217068174565
5532;0.563038280815817;5532;-0.115394075985747;5532;-6.61159353479525
5535;0.597846668213606;5535;-0.124522103876582;5535;-7.13459100821778
5538;0.585739403031766;5538;-0.121347137653683;5538;-6.95267884354908
5541;0.617520974134095;5541;-0.129681423988793;5541;-7.43019827580443
5544;0.591288566240109;5544;-0.122802330505845;5544;-7.03605525235557
5547;0.590279627474956;5547;-0.12253774998727;5547;-7.02089590529984
5.55;0.587757280562073;5.55;-0.121876298690833;5.55;-6.98299753766053
5553;0.604404770187102;5553;-0.126241877247319;5553;-7.23312676408
5556;0.58220811735373;5556;-0.120421105838671;5556;-6.89962112885404
5559;0.575650015380234;5559;-0.118701332467934;5559;-6.80108537299182
5562;0.591793035622686;5562;-0.122934620765133;5562;-7.04363492588343
5565;0.566065097111277;5565;-0.116187817541472;5565;-6.65707157596243
5568;0.573632137849927;5568;-0.118172171430784;5568;-6.77076667888037
5571;0.531761179096065;5571;-0.107192079909925;5571;-6.14165377606776
5574;0.569596382789314;5574;-0.117113849356484;5574;-6.71012929065747
5577;0.551435485016555;5577;-0.112351400022136;5577;-6.43726104365441
5.58;0.518140505766496;5.58;-0.103620242909164;5.58;-5.93700259081547
5583;0.521167322061956;5583;-0.104413984464888;5583;-5.98248063198264
5586;0.547399729955941;5586;-0.111293077947836;5586;-6.37662365543151
5589;0.603395831421949;5589;-0.125977296728744;5589;-7.21796741702427
5592;0.523689668974839;5592;-0.105075435761326;5592;-6.02037899962196
5595;0.538823750452138;5595;-0.109044143539949;5595;-6.24776920545784
5598;0.524698607739992;5598;-0.105340016279901;5598;-6.03553834667768
5601;0.557993586990051;5601;-0.114071173392873;5601;-6.53579679951663
5604;0.525203077122569;5604;-0.105472306539188;5604;-6.04311802020554
5607;0.522680730209686;5607;-0.104810855242751;5607;-6.00521965256623
5.61;0.523689668974839;5.61;-0.105075435761326;5.61;-6.02037899962196
5613;0.539832689217292;5613;-0.109308724058524;5613;-6.26292855251357
5616;0.535292464774102;5616;-0.108118111724937;5616;-6.1947114907628
5619;0.466180159361102;5619;-0.0899943462025552;5619;-5.1562962174456
5622;0.462648873683065;5622;-0.089068314387543;5622;-5.10323850275056
5625;0.486863404046744;5625;-0.0954182468333411;5625;-5.46706283208798
5628;0.492917036637664;5628;-0.0970057299447906;5628;-5.55801891442233
5631;0.514104750705883;5631;-0.102561920834864;5631;-5.87636520259256
5634;0.488376812194474;5634;-0.0958151176112034;5634;-5.48980185267156
5637;0.470215914421715;5637;-0.0910526682768549;5637;-5.2169336056685
5.64;0.479296363308094;5.64;-0.0934338929440292;5.64;-5.35336772917003
5643;0.451550547266379;5643;-0.0861579286832189;5643;-4.93648568513758
5646;0.461639934917912;5646;-0.0888037338689681;5646;-5.08807915569484
5649;0.453568424796686;5649;-0.0866870897203687;5649;-4.96680437924903
5652;0.43641646578908;5652;-0.0821892209045951;5652;-4.7090954793017
5655;0.43641646578908;5655;-0.0821892209045951;5655;-4.7090954793017
5658;0.429353894433007;5658;-0.0803371572745707;5658;-4.60298004991162
5661;0.443983506527729;5661;-0.084173574793907;5661;-4.82279058221964
5664;0.430867302580737;5664;-0.0807340280524331;5664;-4.62571907049521
5667;0.417246629251167;5667;-0.0771621910516716;5667;-4.42106788524291
5.67;0.43036283319816;5.67;-0.0806017377931456;5.67;-4.61813939696734
5673;0.399085731478408;5673;-0.0723997417173231;5673;-4.14819963823985
5676;0.400094670243561;5676;-0.072664322235898;5676;-4.16335898529558
5679;0.36125052778516;5679;-0.0624779722707636;5679;-3.57972412365015
5682;0.354692425811663;5682;-0.0607581989000267;5682;-3.48118836778793
5685;0.36427734408062;5685;-0.0632717138264884;5685;-3.62520216481732
5688;0.382942711235955;5688;-0.0681664534201244;5688;-3.90565008534824
5691;0.34914326260332;5691;-0.0593030060478646;5691;-3.39781195898144
5694;0.370330976671539;5694;-0.0648591969379379;5694;-3.71615824715167
5697;0.352674548281357;5697;-0.0602290378628768;5697;-3.45086967367648
5.7;0.365790752228349;5.7;-0.0636685846043508;5.7;-3.64794118540091
5703;0.357214772724546;5703;-0.061419650196464;5703;-3.51908673542724
5706;0.345107507542707;5706;-0.0582446839735649;5706;-3.33717457075854
5709;0.3430896300124;5709;-0.0577155229364151;5709;-3.30685587664708
5712;0.302227610023692;5712;-0.0470000119341309;5712;-2.6929023208902
5715;0.318875099648722;5715;-0.051365590490617;5715;-2.94303154730967
5718;0.314839344588108;5718;-0.0503072684163174;5718;-2.88239415908677
5721;0.298696324345656;5721;-0.0460739801191187;5721;-2.63984460619516
5724;0.28457118163351;5724;-0.0423698528590698;5724;-2.427613747415
5727;0.295165038667619;5727;-0.0451479483041064;5727;-2.58678689150012
5.73;0.296678446815349;5.73;-0.0455448190819688;5.73;-2.60952591208371
5733;0.268932630773634;5733;-0.0382688548211585;5733;-2.19264386805126
5736;0.27851754904259;5736;-0.0407823697476203;5736;-2.33665766508065
5739;0.276499671512283;5739;-0.0402532087104704;5739;-2.3063389709692
5742;0.27549073274713;5742;-0.0399886281918955;5742;-2.29117962391347
5745;0.260861120652407;5745;-0.0361522106725592;5745;-2.07136909160545
5748;0.251780671766028;5748;-0.0337709860053849;5748;-1.93493496810392
5751;0.258843243122101;5751;-0.0356230496354094;5751;-2.041050397494
5754;0.235637651523575;5754;-0.0295376977081862;5754;-1.69238541521231
5757;0.228070610784926;5757;-0.0275533438188743;5757;-1.57869031229437
5.76;0.224034855724312;5.76;-0.0264950217445747;5.76;-1.51805292407147
5763;0.240682345349342;5763;-0.0308606003010608;5763;-1.76818215049094
5766;0.20789183548186;5766;-0.022261733447376;5766;-1.27550337117986
5769;0.209909713012166;5769;-0.0227908944845258;5769;-1.30582206529131
5772;0.182668366353028;5772;-0.015647220483003;5772;-0.896519694786724
