Temps;EA4
0;0.0743996928213164
0.00002;0.10975596786011
0.00004;0.100664354278706
0.00006;0.118847581441514
0.00008;0.14006134646479
0.0001;0.131474822526798
0.00012;0.15874966327101
0.00014;0.147132601472549
0.00016;0.162285290774889
0.00018;0.169356545782648
0.0002;0.155214035767131
0.00022;0.176932890433818
0.00024;0.159254752914421
0.00026;0.173397262929939
0.00028;0.164305649348535
0.0003;0.166831097565591
0.00032;0.171881993999705
0.00034;0.164305649348535
0.00036;0.180973607581109
0.00038;0.166831097565591
0.0004;0.181983786867931
0.00042;0.174912531860173
0.00044;0.171881993999705
0.00046;0.18147869722452
0.00048;0.163295470061712
0.0005;0.168346366495825
0.00052;0.150668228976429
0.00054;0.138040987891145
0.00056;0.142081705038436
0.00058;0.113796685007401
0.0006;0.111271236790344
0.00062;0.105715250712819
0.00064;0.0845014856895432
0.00066;0.0865218442631885
0.00068;0.0743996928213164
0.0007;0.0577317345887423
0.00072;0.0658131688833237
0.00074;0.0491452106507495
0.00076;0.0324772524181753
0.00078;0.0445994038600475
0.0008;0.0223754595499486
0.00082;0.0122736666817218
0.00084;0.0243958181235939
0.00086;-0.0104553672717884
0.00088;-0.0175266222795472
0.0009;-0.0129808154888451
0.00092;-0.0493472698144615
0.00094;-0.0619745108997449
0.00096;-0.068035586620681
0.00098;-0.0872289930703118
1;-0.104402040946297
0.00102;-0.108442758093588
0.00104;-0.105917309876531
0.00106;-0.135212509194389
0.00108;-0.134707419550978
0.0011;-0.122585268109106
0.00112;-0.142788853845559
0.00114;-0.13925322634168
0.00116;-0.138243047054857
0.00118;-0.133192150620744
0.0012;-0.15087028814014
0.00122;-0.152890646713786
0.00124;-0.136222688481212
0.00126;-0.161477170651779
0.00128;-0.169053515302949
0.0013;-0.168548425659537
0.00132;-0.164002618868835
0.00134;-0.1847112942487
0.00136;-0.189257101039402
0.00138;-0.171578963520005
0.0014;-0.191782549256459
0.00142;-0.190267280326225
0.00144;-0.173094232450239
0.00146;-0.178145128884353
0.00148;-0.177640039240941
0.0015;-0.156426274217665
0.00152;-0.15440591564402
0.00154;-0.152385557070374
0.00156;-0.127131074899808
0.00158;-0.119554730248637
0.0016;-0.126625985256396
0.00162;-0.114503833814524
0.00164;-0.099351144512184
0.00166;-0.108442758093588
0.00168;-0.0988460548687726
0.0017;-0.106422399519943
0.00172;-0.0963206066517159
0.00174;-0.0690457659075037
0.00176;-0.0867239034269005
0.00178;-0.0720763037679717
0.0018;-0.0442963733803481
0.00182;-0.0513676283881068
0.00184;-0.0235876980004832
0.00186;-0.0200520704966038
0.00188;-0.0104553672717884
0.0019;0.0158092941856012
0.00192;0.00621259096078575
0.00194;0.0294467145577073
0.00196;0.0380332384957001
0.00198;0.0461146727902815
2;0.064802989596501
0.00202;0.0572266449453309
0.00204;0.0794505892554298
0.00206;0.0728844238910824
0.00208;0.0839963960461318
0.0021;0.096118547488004
0.00212;0.0930880096275359
0.00214;0.115817043581046
0.00216;0.101674533565529
0.00218;0.127434105379507
0.0022;0.123898477875628
0.00222;0.1360206293175
0.00224;0.150668228976429
0.00226;0.145617332542315
0.00228;0.170366725069471
0.0023;0.158244573627599
0.00232;0.168346366495825
0.00234;0.174407442216761
0.00236;0.168346366495825
0.00238;0.184004145441577
0.0024;0.170871814712882
0.00242;0.176427800790407
0.00244;0.176932890433818
0.00246;0.171376904356293
0.00248;0.176932890433818
0.0025;0.174407442216761
0.00252;0.171881993999705
0.00254;0.175417621503584
0.00256;0.163800559705123
0.00258;0.167336187209003
0.0026;0.173397262929939
0.00262;0.162790380418301
0.00264;0.156224215053953
0.00266;0.157234394340776
0.00268;0.147132601472549
0.0027;0.138546077534556
0.00272;0.14359697396867
0.00274;0.125918836449273
0.00276;0.118342491798103
0.00278;0.115311953937635
0.0028;0.0865218442631885
0.00282;0.0764200513949618
0.00284;0.0905625614104792
0.00286;0.0759149617515504
0.00288;0.0587419138755649
0.0029;0.0562164656585082
0.00292;0.0637928103096783
0.00294;0.033487431704998
0.00296;0.0198500113328919
0.00298;0.0314670731313527
3;0.00368714274372905
0.00302;-0.00439429155085236
0.00304;-0.0104553672717884
0.00306;-0.0089400983415544
0.00308;-0.0377302080160007
0.0031;-0.0644999591168016
0.00312;-0.0478320008842275
0.00314;-0.0776322898454964
0.00316;-0.0912697102176026
0.00318;-0.0983409652253613
0.0032;-0.0932900687912479
0.00322;-0.10541222023312
0.00324;-0.132687060977332
0.00326;-0.108947847736999
0.00328;-0.136222688481212
0.0033;-0.152890646713786
0.00332;-0.147334660636261
0.00334;-0.159961901721545
0.00336;-0.175114591023885
0.00338;-0.174104411737062
0.0034;-0.166022977442481
0.00342;-0.18824692175258
0.00344;-0.188752011395991
0.00346;-0.186731652822345
0.00348;-0.215521762496792
0.0035;-0.214511583209969
0.00352;-0.218047210713848
0.00354;-0.234715168946423
0.00356;-0.220572658930905
0.00358;-0.218047210713848
0.0036;-0.224108286434785
0.00362;-0.204409790341742
0.00364;-0.208450507489033
0.00366;-0.21501667285338
0.00368;-0.196833445690572
0.0037;-0.203904700698331
0.00372;-0.198853804264218
0.00374;-0.188752011395991
0.00376;-0.19228763889987
0.00378;-0.177640039240941
0.0038;-0.175114591023885
0.00382;-0.183196025318466
0.00384;-0.166528067085892
0.00386;-0.174609501380473
0.00388;-0.160466991364956
0.0039;-0.148344839923084
0.00392;-0.142788853845559
0.00394;-0.113493654527701
0.00396;-0.107937668450177
0.00398;-0.0852086344966665
4;-0.0751068416284397
0.00402;-0.0655101384036243
0.00404;-0.0528828973183408
0.00406;-0.0508625387446955
0.00408;-0.0311640426516533
0.0041;-0.0240927876438946
0.00412;-0.00186884333379567
0.00414;0.0112634873948991
0.00416;0.0254059974104166
0.00418;0.035002700635232
0.0042;0.0339925213484094
0.00422;0.0501553899375722
0.00424;0.0521757485112175
0.00426;0.0597520931623876
0.00428;0.0774302306817845
0.0043;0.0784404099686071
0.00432;0.108745788573287
0.00434;0.12086794001516
0.00436;0.125413746805862
0.00438;0.155214035767131
0.0044;0.149152960046194
0.00442;0.166831097565591
0.00444;0.180468517937697
0.00446;0.170366725069471
0.00448;0.197641565813683
0.0045;0.199156834743917
0.00452;0.192085579736158
